Headline,Sentiment
"First Data chooses Citigroup, Morgan Stanley to lead IPO",positive
Citigroup Upgraded; CVS Gets Price Target Hike,positive
"Citigroup Upgraded; Salesforce, Ulta Also See Action",positive
CA Technologies Gains Approval for Comprehensive Global Data Protection and Privacy Framework,positive
CA Technologies Stock Coverage Initiated at JMP Securities,positive
"CA Technologies Acquires Grid-Tools, a Leader in Automated Software Testing, to Speed Up Application Development and Delivery",positive
"CA Technologies Agrees to Acquire Rally Software, Accelerates Ability for Businesses to Build Transformative Applications Quickly",positive
CA Technologies Completes Acquisition of Rally Software,positive
"CA Technologies Designated a ""Leader"" in Gartner Magic Quadrant for IT Project and Portfolio Management Software Applications, Worldwide",positive
CA tops 2Q net income expectations,positive
CA tops 3Q profit forecasts,positive
"4:13 pm CA Tech beats by $0.02, misses on revs; guides FY16 EPS in-line, revs above consensus",positive
CA tops 1Q profit forecasts,positive
"CBS, AT&T reach new distribution deal",positive
CBS CEO said met with Apple to discuss TV deal,positive
"Scripps and CBS renew affiliation agreement for WTVF, Nashville",positive
"CBS Beats on Earnings, Misses on Revenues - Stocks in the News",positive
CBS earnings beat; announces restructuring charge,positive
CBS posts 2Q profit,positive
CBS profit beats estimates as affiliate revenue jumps,positive
CBS tops 2Q profit forecasts,positive
"CBS Corp (CBS) Q2 Earnings Beat, Revenues Miss Estimates - Analyst Blog",positive
CBS Stock Upgraded at Pivotal Research Group,positive
CBS Stock Up on Cablevision Carriage Deal,positive
Cablevision and CBS Reach New Comprehensive Content Carriage Agreement,positive
Coca-Cola Enterprises beats 1Q profit forecasts,positive
Coca-Cola Enterprises tops 3Q earnings expectations,positive
Coca-Cola Enterprises 2Q profit climbs 8.8 percent,positive
Coca-Cola Enterprises Announces Most Ambitious Targets to Date in 10th Corporate Responsibility and Sustainability Report,positive
"Coca-Cola Enterprises Beats on Q1 Earnings, Sales Miss - Analyst Blog",positive
Coca-Cola Enterprises (CCE) Beats on Earnings & Revenues - Tale of the Tape,positive
Coca-Cola Enterprises Beats Consensus but Fails to Grow,positive
Coca-Cola Enterprises (CCE) Stock Soars on Merger Talk,positive
Big Coca-Cola Bottler Merger to Aid Ailing Coke's Growth,positive
Coca-Cola Enterprises Agrees to Three-Way Soda Bottler Merger,positive
Coca-Cola Ent upgraded by Credit Agricole,positive
Coca-Cola Bottler Merger: Benefits for CCE and KO Investors,positive
Crown Castle Announces Agreement to Acquire Sunesys,positive
Crown Castle beats Street 4Q forecasts,positive
No Hang-Ups Here: Wireless Tower REIT CCI Reports Strong Q2 Results,positive
8:31 am Carnival announces the U.S. Department of the Treasury and the U.S. Department of Commerce granted approval for the company to begin travel to Cuba,positive
BUZZ-Carnival: cruising to 2-mth high,positive
Carnival (CCL) Stock Gained After Approval for Trips to Cuba,positive
Carnival Corporation & plc Reports Significantly Higher Second Quarter Earnings,positive
Carnival Gets U.S. Approval To Sail To Cuba,positive
Carnival aims to launch Miami to Cuba cruises in May,positive
Carnival beats 1Q profit forecasts,positive
Carnival floats past Wall St. estimates on lower fuel costs,positive
Carnival gets US approval for cruises to Cuba,positive
Carnival orders 9 cruise ships as earnings rise,positive
"Carnival profit beats as onboard spending rises, fuel costs fall",positive
Carnival shares jump on Deutsche Bank upgrade,positive
Carnival tops Street 2Q forecasts,positive
Numis upgrades Carnival on improving outlook for cruise operators,positive
Carnival Gets Fed Approval to Sail to Cuba,positive
Carnival upgraded by Jefferies,positive
Carnival Corporation & plc Increases Dividend By 20 Percent,positive
Carnival increases dividend by 20 percent,positive
Carnival Corp reaches settlement with U.S. over alleged disability violations,positive
Carnival Corporation Expands Fleet in China to an Industry-Leading Six Ships in 2016,positive
Carnival reaches settlement over access for disabled passengers,positive
Carnival settles US claims of disability discrimination,positive
"Carnival to expand fleet in China, build second cruise terminal in Barcelona",positive
Carnival On Track For Record Year From Port Of New Orleans In 2015; Expects To Embark 3 Millionth Passenger Post-Katrina Next Year,positive
Carnival On Track For Record Year From Port of New Orleans in 2015; Expects to Embark 3 Millionth Passenger Post-Katrina Next Year,positive
"Juno, Celgene Lead 5 Top Biotechs Nearing Buy Point",positive
$7.3B deal: Celgene will buy drug firm Receptos,positive
Biotech boon as Celgene agrees $7.2bn Receptos deal,positive
Celgene beats Street 3Q forecasts,positive
Celgene bulls see good earnings,positive
Celgene raises 2015 EPS outlook,positive
Celgene to Acquire Quanticel Pharmaceuticals,positive
"Celgene to Acquire Receptos, Advancing Leadership in Immune-Inflammatory Diseases",positive
Celgene to Buy Biotech Drugmaker Receptos for $7.2 Billion,positive
Celgene to Buy Receptos for $7.2 Billion,positive
Celgene to buy Receptos for $7.2 billion,positive
Celgene tops 1Q profit forecasts,positive
Celgene will buy drug developer Receptos for $7.32 billion,positive
"Celgene, Receptos shares rally on $7 billion offer",positive
"EU Oks new Celgene pill for psoriasis, psoriatic arthritis",positive
Biotech ETF Pops On Celgene-Receptos Deal,positive
Biotech Leader Celgene Breaks Out From Base,positive
Celgene (CELG) Stock Jumping After Acquiring Receptos For $7.2 Billion,positive
Celgene Hits High As Street Applauds Receptos Buyout,positive
Celgene Stock Is a Buy as Receptos Deal Is a Winner,positive
Celgene shares higher after deal,positive
Celgene: 'A Great Acquisition at a Great Price',positive
Celgene: tomorrow's growth today,positive
Hot Biotech Celgene Clears Buy Point On Receptos,positive
US indexes edge higher; Celgene surges on deal news,positive
US stocks edge higher; Celgene surges on deal news,positive
Wall Street lauds Celgene's $7.2 billion Receptos buy,positive
Why Shares in Celgene Corp Are Rocketing Higher Today,positive
Celgene (CELG) Stock Continues to Climb Following Receptos Acquisition,positive
"Cramer Says Buy Celgene, Avoid AK Steel, Take FitBit Profits",positive
5 Reasons Celgene Corporation Is a Buy,positive
7:43 am Celgene reports Q2 in-line with last week's upside preannouncement; reaffirms FY15 EPS guidance (raised last week),positive
Celgene beats Street 2Q forecasts,positive
Celgene's Adjusted Profit Rises on Revlimid Sales,positive
[$$] Celgene's Adjusted Profit Rises on Revlimid Sales,positive
"Morgan Stanley Raises Price Target On Celgene, Still Highlights Several Risks",positive
Top Mutual Funds Pile In Celgene Other Leading Stocks,positive
Celgene Receives Antitrust Clearance for Receptos Acquisition,positive
Celgene May be The Single Best Biotech in the World,positive
Celgene draws vote of confidence,positive
10 Reasons Why It's So Easy to Fall in Love With Celgene,positive
Cerner gets a positive prognosis,positive
Cerner-University of Missouri Extend Two Decade-Long Union - Analyst Blog,positive
Coverage initiated on Cerner by Oppenheimer,positive
IDG's Computerworld Names Cerner to 2015 List of 100 Best Places to Work in IT,positive
Cerner Announces Apple Watch App,positive
"Cerner Collaborates with Geisinger, xG Health Solutions to Enable SMART on FHIR EHR Apps",positive
Cerner Recognized by KLAS for Growth in Population Health Management,positive
"Leidos, Cerner Win Pentagon $9 Billion Health-Records Deal",positive
Cerner (CERN) Stock Earnings Estimate Raised at Deutsche Bank,positive
CF Industries (CF) Announces Five-for-One Stock Split - Analyst Blog,positive
CF Industries (CF) Strikes Fresh 52-Week High at $322.39 - Analyst Blog,positive
CF Industries Announces Agreement to Acquire Remaining Fifty Percent Interest in GrowHow from Yara for $580 Million,positive
CF Industries to Acquire Remaining 50% Stake in GrowHow - Analyst Blog,positive
CF tops 1Q profit forecasts,positive
CF Industries (CF) Stock Climbing on Merger Speculation,positive
CF Industries Spike 7.5% on News of Talks with OCI,positive
"CF Industries Stock Up 10%: Inversions Are Back, Baby!",positive
CF Industries shares surge on merger report,positive
CF Rises on Report of Merger Talks With Fertilizer Rival,positive
CF Industries Closes Acquisition of 50% Stake in GrowHow - Analyst Blog,positive
"Fertilizer makers Agrium, CF post higher profits",positive
"CF Industries (CF) Beats on Q2 Earnings, Revenues Trail - Analyst Blog",positive
CF Industries (CF) Stock Spikes on $8 Billion OCN Asset Purchase,positive
CF Industries and OCI to Create Global Nitrogen Leader,positive
CF Industries ties up with OCI to create fertilizer giant,positive
CF to buy OCI in $8bn fertiliser deal,positive
Farmer-Owned Co-op CHS to Invest $2.8 Billion in CF Industries Unit,positive
Farmer-Owned Co-op CHS to Invest in CF Industries Unit,positive
Farmer-owned co-op CHS to invest $2.8 billion in CF Industries unit,positive
CF Industries and CHS Announce Agreement to Form...,positive
CF Industries (CF) Stock Higher After Rating Upgrade,positive
CF Industries upgraded by Barclays,positive
CF Industries Posts Strong Operating Results in 2Q15,positive
Chesapeake Energy (CHK) Stock Up as Oil Prices Rally,positive
Chesapeake Energy shares have best day in 6 months,positive
Chesapeake Noteholders Win Extra Payment of $379.7 Million,positive
"Chesapeake Energy (CHK) Stock Climbs, FourPoint Energy to Buy Assets For $840 Million",positive
Chesapeake beats Street 3Q forecasts,positive
Chesapeake Energy (CHK) Stock Up on Financial Strategy Announcement,positive
Chesapeake Energy upgraded by Sun Trust Rbsn Humphrey,positive
"SunTrust Upgrades Chesapeake Energy To Buy, Notes Potential Of Duplicating Last Year's Success",positive
One Reason Chesapeake Energy (CHK) Stock is Gaining,positive
Chesapeake Energy (CHK) Stock Jumping Following Revenue Beat,positive
"Chesapeake Energy Beats Q2 Earnings Estimates, Miss Revenues - Tale of the Tape",positive
What Boosted Chesapeake Stock Friday,positive
Chesapeake Energy (CHK) Stock Gains on Higher Oil Prices,positive
Chesapeake Energy (CHK) Stock Up on Rising U.S. Oil Prices,positive
7:04 am Chesapeake Energy announces the proposed voluntary dismissal of a shareholder derivative action,positive
Chesapeake Energy (CHK) Stock Up on Higher Oil Prices,positive
Chesapeake Energy (CHK) Stock Gains on Rising Oil Prices,positive
Chesapeake Energy (CHK) Stock Closes Up as Oil Prices Gain,positive
C.H. Robinson Honored as Best Green Logistics Operator,positive
From CFO TO CIO: Operations Savvy Lifts C.H. Robinson Exec,positive
C.H. Robinson Awarded with European Label for Sustainable Transport,positive
C.H. Robinson Celebrates 25 Years of Business in Mexico,positive
C.H. Robinson Drives Efficiencies for Global Proppant Supply Chains,positive
C.H. Robinson Expands Asian Operations to Vietnam,positive
Walmart Honors C.H. Robinson with First Ever 3PL Award,positive
C.H. Robinson Maintains Top Spot on Inbound Logistics 3PL List,positive
"4:27 pm C.H. Robinson beats by $0.08, misses on revs",positive
C.H. Robinson Gets a Boost From Trucking,positive
C.H. Robinson tops 2Q profit forecasts,positive
"C.H. Robinson (CHRW) Beats Q2 Earnings, Misses Revenues - Analyst Blog",positive
Cigna in Tie-Up with Providence Swedish Health Alliance - Analyst Blog,positive
How the bulls are playing Cigna,positive
Anthem Proposes to Acquire Cigna Corporation for $184 Per Share in Cash and Stock,positive
Connecticut Medical Practices Collaborating With Cigna are Having Success Improving Quality and Lowering Medical Costs,positive
Cigna's Connected Care Approach for Customers with Hepatitis C Achieves 98.4 Percent Real World Cure Rates,positive
Cigna shares jump as rival Anthem reportedly nears deal,positive
Cigna shares rally on report of Anthem buyout,positive
Cigna shares spike on Anthem takeover report,positive
Illinois Bone & Joint Institute and Cigna Collaborate to Improve Quality and Cost for Knee and Hip Replacements,positive
Cigna (CI) Stock Surging on Possible $48 Billion Anthem Merger,positive
Cigna Shares Soar on Reports of $48 Billion Anthem Buyout,positive
"Cigna soars on Anthem takeover talk; Caterpillar, McDonald slip on earnings",positive
Cigna up on Anthem deal talk; Under Armour's strong gains; SanDisk spikes,positive
"Amazon soars, Anthem buys Cigna, Starbucks gets a boost",positive
Anthem to buy Cigna to create biggest U.S. health insurer,positive
"Anthem to buy Cigna, creating biggest U.S. health insurer",positive
Cigna (CI) Stock Up on $54 Billion Merger Deal With Anthem,positive
"Cigna Previews Strong Second Quarter 2015 Results, Raises Outlook",positive
Cigna (CI) Stock Gets Rating Upgrade at Sterne Agee,positive
Cigna Accepts Anthem Higher Offer,positive
"Cigna (CI) Beats Q2 Earnings on Higher Revenues, Guides Up - Tale of the Tape",positive
"Cigna (CI) Stock Up in Pre-Market Trading on Earnings, Guidance",positive
Cigna Corp. Profit Tops Expectations,positive
"Cigna Earnings Beat on Membership Growth in Q2, Guides Up - Analyst Blog",positive
